Date,BillNo,Description,Qty,Rate,Gross Amnt,Discount,Net Amnt
5/5/2074,SI4768,Pearl jeera 25kg,1,1675,1675,,1675
5/5/2074,SI4769,Real grapes 1  ltr,1,210,210,,210
5/5/2074,SI4769,Dairy milk  9.5g,1,340,340,,340
5/5/2074,SI4769,Waiwai Aloo Tama 85gm,1,20,20,,20
5/5/2074,SI4770,Fish pickle,1,45,45,,45
5/5/2074,SI4770,Ramro Royale Fruit Cake 190gm,1,90,90,,90
5/5/2074,SI4770,polo,6,10,60,,60
5/5/2074,SI4770,Jumbo bread,1,70,70,,70
5/5/2074,SI4770,Chana 200 gm,1,55,55,,55
5/5/2074,SI4770,Real  pineapple 200 ml,1,30,30,,30
5/5/2074,SI4770,Waiwai Aloo Tama 85gm,5,20,100,,100
5/5/2074,SI4770,Carlsberg beer 650ml,1,290,290,,290
5/5/2074,SI4771,Red bull cash full 250ml,2,75,150,,150
5/5/2074,SI4771,Tuborg Can beer 500ml,2,200,400,,400
5/5/2074,SI4772,Amul Butter 100g,1,90,90,,90
5/5/2074,SI4773,Dhara health sunflower 1lt,1,195,195,,195
5/5/2074,SI4773,Dhara pure mustard oil 1 ltr,1,205,205,,205
5/5/2074,SI4774,Sita ram ghee 1/2ltr,1,385,385,,385
5/5/2074,SI4775,kurekure masala,1,40,40,,40
5/5/2074,SI4775,Britania Treat chico152gm,1,60,60,,60
5/5/2074,SI4775,Britania Treat chico152gm,1,60,60,,60
5/5/2074,SI4775,Mung daal 1/2 kg,1,90,90,,90
5/5/2074,SI4775,Little Hearts 75gm,2,30,60,,60
5/5/2074,SI4775,Savory Mango  400g,1,150,150,,150
5/5/2074,SI4776,Nanglo puff,2,60,120,,120
5/5/2074,SI4776,Sugar 1 kg,1,84,84,,84
5/5/2074,SI4776,Musuro indian 1kg,1,145,145,,145
5/5/2074,SI4776,Tokala packet 500gm,1,175,175,,175
5/5/2074,SI4776,Hojmola pudina bottle,2,42,84,,84
5/5/2074,SI4776,Goodday choco chips 75 gm,1,45,45,,45
5/5/2074,SI4777,Furandana saras 700 gm,1,135,135,,135
5/5/2074,SI4777,Nanglo puff,1,70,70,,70
5/5/2074,SI4777,Hajmola anardana,1,42,42,,42
5/5/2074,SI4778,Porridge,1,85,85,,85
5/5/2074,SI4779,Britania top 200 gm,1,50,50,,50
5/5/2074,SI4779,Stay free secure 8pads,2,55,110,,110
5/5/2074,SI4779,Milk Bikis cream 200g,1,45,45,,45
5/5/2074,SI4780,Taichin Rice 1 kg,1,130,130,,130
5/5/2074,SI4781,Chana thulo 1 kg,1,170,170,,170
5/5/2074,SI4782,"Olay natural white  cream 50gm,",1,360,360,,360
5/5/2074,SI4782,Musuro Nepali 1kg,1,165,165,,165
5/5/2074,SI4782,Horlicks 1kg box,1,600,600,,600
5/5/2074,SI4783,Go healthy Cornflakes no sugar 300gm,1,110,110,,110
5/5/2074,SI4784,Horlicks 500gm jar,1,350,350,,350
5/5/2074,SI4784,Britannia suger free 200gr,1,140,140,,140
5/5/2074,SI4784,Bailley Drinking water 1ltr,2,30,60,,60
5/5/2074,SI4785,Dhara health sunflower 1lt,1,195,195,,195
5/5/2074,SI4786,Apple sona 30 kg,3,1400,4200,,4200
5/5/2074,SI4787,Sugar 1 kg,34,84,2856,5.95,2850.05
5/5/2074,SI4787,Loli Pops evolution cho,1,15,15,0.03,14.97
5/5/2074,SI4787,Vimbar(95gm),1,8,8,0.02,7.98
5/5/2074,SI4788,R.vodka 180ml,2,290,580,,580
5/5/2074,SI4788,Rasgulla indian 500gm,1,245,245,,245
5/5/2074,SI4789,Sugar 1 kg,1,75,75,,75
5/5/2074,SI4790,Kwati 1kg,1,130,130,,130
5/5/2074,SI4791,White nanglo bread,1,50,50,,50
5/5/2074,SI4792,Musuro nepali 500gm,1,83,83,,83
5/5/2074,SI4792,Mung ko khosta 500gm,1,90,90,,90
5/5/2074,SI4792,Colgate  cibaca,1,30,30,,30
5/5/2074,SI4792,Nanglo puff,1,70,70,,70
5/5/2074,SI4792,Kinder joy 20g,1,70,70,,70
5/5/2074,SI4792,Rahar ko nonpolish 500gm,1,115,115,,115
5/5/2074,SI4792,Colgate zing zang,1,38,38,,38
6/5/2074,SI4793,Choco pie 12 pc,1,200,200,,200
6/5/2074,SI4794,swastik naulo bread,1,40,40,,40
6/5/2074,SI4794,Real mixed 200ml,5,30,150,,150
6/5/2074,SI4795,Saffola oats 400g,1,116,116,,116
6/5/2074,SI4796,Priyagold cheez bit 200gm,1,85,85,,85
6/5/2074,SI4797,swastik naulo bread,1,40,40,,40
6/5/2074,SI4797,Crosson,1,80,80,,80
6/5/2074,SI4798,Colgate 360 floss tip brush,1,140,140,,140
6/5/2074,SI4798,Tokla gold 500 gm box,1,190,190,,190
6/5/2074,SI4798,Temptations rum raisins 72gm,1,145,145,,145
6/5/2074,SI4798,Sardine tomato sauce with cumin 185gm,2,100,200,,200
6/5/2074,SI4799,BMC Meat masala 100gm,1,80,80,,80
6/5/2074,SI4799,Sugar 1 kg,2,84,168,,168
6/5/2074,SI4800,Egg 15,1,190,190,,190
6/5/2074,SI4800,Laxman rekha,1,30,30,,30
6/5/2074,SI4800,kacho badam(1kg),1,200,200,,200
6/5/2074,SI4801,Jumbo bread,1,70,70,,70
6/5/2074,SI4801,Mangaldeep 50 stk,1,50,50,,50
6/5/2074,SI4801,Druk Mixed fruit jam 500gr,1,130,130,,130
6/5/2074,SI4802,BMC kasoori methi 25gm,3,47,141,,141
6/5/2074,SI4803,Garnier power white double action face wash 50gm,1,150,150,,150
6/5/2074,SI4803,Colgate 360 vis white,1,130,130,,130
6/5/2074,SI4804,Tiffany Deluxe toffee 300 gm,1,200,200,,200
6/5/2074,SI4804,Tiffany delux 650gm,1,380,380,,380
6/5/2074,SI4805,Sabzi masala 100g,1,95,95,,95
6/5/2074,SI4805,buff dry meat welcome 100gm,1,150,150,,150
6/5/2074,SI4805,Salt 1KG,1,20,20,,20
6/5/2074,SI4805,Nandan soyabean 1/2 ltr,1,55,55,,55
6/5/2074,SI4806,Amrit sunflower oil 1 lltr,1,135,135,,135
6/5/2074,SI4806,Egg 15,1,190,190,,190
6/5/2074,SI4807,Mcvities digestive light 400gm,1,275,275,,275
6/5/2074,SI4807,Nature spice  Cracker 0% 275g,1,89,89,,89
6/5/2074,SI4808,Sofy Pad,2,55,110,,110
6/5/2074,SI4809,Joy papaya whitening cream  50ml,1,140,140,,140
6/5/2074,SI4810,Sugar 1 kg,36,84,3024,,3024
6/5/2074,SI4811,Crosson,1,80,80,,80
6/5/2074,SI4811,Gyan Chakki aata 5 kg,1,255,255,,255
6/5/2074,SI4811,swastik crossen,2,75,150,,150
6/5/2074,SI4811,Bailley Drinking water 1ltr,1,30,30,,30
6/5/2074,SI4812,Exo Dish wash 500gm,1,80,80,,80
6/5/2074,SI4812,Tide plus 500g,1,77,77,,77
6/5/2074,SI4812,Wheel lemon & jasmine 1 kg,1,70,70,,70
6/5/2074,SI4813,Choclairs 196gm,2,112,224,,224
6/5/2074,SI4813,Cadbury choclairs 444.6g,1,235,235,,235
6/5/2074,SI4814,Catch Coriander power 100g,1,75,75,,75
6/5/2074,SI4814,Potato chips original 130g,1,200,200,,200
6/5/2074,SI4815,Dettol re-enerzize 185gm,1,73,73,,73
6/5/2074,SI4816,Hnd khasro Khursani dhulo 100gm,1,50,50,,50
6/5/2074,SI4816,Meat masala 50g,2,73,146,,146
6/5/2074,SI4816,BMC chicken masala 100gm,1,80,80,,80
6/5/2074,SI4816,Shiva pujari marich 50gm,1,90,90,,90
6/5/2074,SI4817,Amrit sunflower oil 1 lltr,2,135,270,,270
6/5/2074,SI4818,Fair & lovely 50 gm,1,120,120,,120
6/5/2074,SI4818,Mash ko daal (NonPollish)500gm,1,130,130,,130
6/5/2074,SI4818,Sugar 1 kg,1,84,84,,84
6/5/2074,SI4819,Victory Cumin 500gm,1,255,255,,255
6/5/2074,SI4819,Harpic rose 650ml,1,115,115,,115
6/5/2074,SI4819,Gulcovita orange 400gm,1,195,195,,195
6/5/2074,SI4819,Maggi checken noodles 284g,1,140,140,,140
6/5/2074,SI4819,Mr Musce glass cleaner 500ml,1,115,115,,115
6/5/2074,SI4819,Exo safai big,1,24,24,,24
6/5/2074,SI4819,Hit Red 320ml,1,223,223,,223
6/5/2074,SI4819,Chilli power 500gr,1,200,200,,200
6/5/2074,SI4819,Sugar 1 kg,2,84,168,,168
6/5/2074,SI4819,Methi dana 100 gm,1,20,20,,20
6/5/2074,SI4819,Hnd mix masala 200 gm,1,85,85,,85
6/5/2074,SI4819,Sai Kripa Gold tea500gm,1,195,195,,195
6/5/2074,SI4819,Britania Marri gold 300gm,1,70,70,,70
6/5/2074,SI4820,Amul Cheese Slices 200gm,1,230,230,,230
6/5/2074,SI4820,Sugar 1 kg,10,84,840,,840
6/5/2074,SI4821,Chana thulo 1 kg,2,170,340,,340
6/5/2074,SI4821,Musuro indian 1kg,1,140,140,,140
6/5/2074,SI4821,kacho badam (500gm),1,100,100,,100
6/5/2074,SI4821,Seto vatmas(1kg),1,85,85,,85
6/5/2074,SI4822,Tokla Green tea 100g,1,195,195,,195
6/5/2074,SI4823,Bourn Ville raisin & nut 31,1,90,90,,90
6/5/2074,SI4823,Dairy Milk Silk fruit n nut 145gm,1,320,320,,320
6/5/2074,SI4823,musical cone rose,1,100,100,,100
6/5/2074,SI4823,T12 red heart R&J,1,325,325,,325
6/5/2074,SI4824,Rahar ko nonpolish(1kg),2,230,460,,460
6/5/2074,SI4824,Tarai taichin 1kg,1,70,70,,70
6/5/2074,SI4824,Sugar 1 kg,1,84,84,,84
6/5/2074,SI4825,Aqua Jar,1,65,65,,65
6/5/2074,SI4825,cerlac 1 wheat 300g,1,288,288,,288
6/5/2074,SI4825,Nebico  60gm full packect,1,95,95,,95
6/5/2074,SI4825,Wai wai box,1,500,500,,500
6/5/2074,SI4825,Soda crackers,1,250,250,,250
6/5/2074,SI4825,Nebico digestive sugarfree 220gm,1,100,100,,100
6/5/2074,SI4825,Bournvita crunchie cookies 46.5g,2,20,40,,40
6/5/2074,SI4825,Nuties favaourites forever 30gm,2,72,144,,144
6/5/2074,SI4825,Saffola oats 400g,1,116,116,,116
6/5/2074,SI4826,Mirch Masala 200gm,1,90,90,,90
6/5/2074,SI4827,Prawn crackers 120 gm,1,35,35,,35
6/5/2074,SI4827,Amrit soyabean 1 ltr,1,110,110,,110
6/5/2074,SI4828,Amrit dalmoth 700g,1,120,120,,120
6/5/2074,SI4828,Moong dal 400g,1,200,200,,200
6/5/2074,SI4828,Colgate Strong teeth 300gm,1,200,200,,200
6/5/2074,SI4828,clinic plus 340ml,1,205,205,,205
6/5/2074,SI4828,lays66g,2,40,80,,80
6/5/2074,SI4828,Fogg victor male120ml,1,295,295,,295
6/5/2074,SI4828,Set wet Cool hold gel 100ml,1,145,145,,145
6/5/2074,SI4828,Wheel ok,5,20,100,,100
6/5/2074,SI4828,Maggi noodle 70gm,1,30,30,,30
6/5/2074,SI4828,kinder joy for girls,1,35,35,,35
6/5/2074,SI4828,look nipple,1,40,40,,40
6/5/2074,SI4828,Kurkure Green,2,40,80,,80
6/5/2074,SI4828,Colgate zing zang,2,38,76,,76
6/5/2074,SI4828,Dettol skincare 3 pc 375gm,1,198,198,,198
6/5/2074,SI4828,Fair n handsome 60ml,1,205,205,,205
6/5/2074,SI4828,Ariel Surf 1kg,1,300,300,,300
6/5/2074,SI4828,Dr. good children brush,1,50,50,,50
6/5/2074,SI4828,Wai wai quick,8,18,144,,144
6/5/2074,SI4829,Rara,2,17,34,,34
6/5/2074,SI4829,Vita milk 48gm,2,10,20,,20
6/5/2074,SI4829,Kiwi Mini brush,1,88,88,,88
6/5/2074,SI4829,Mamy Poko Pants XL 3,2,85,170,,170
6/5/2074,SI4829,Potato curly chips 200gm(,1,75,75,,75
6/5/2074,SI4829,Colgate extra clean brush,1,32,32,,32
6/5/2074,SI4829,Tokla box 500 gm,1,185,185,,185
6/5/2074,SI4829,Kiwi shoe polish black 40gm,1,75,75,,75
6/5/2074,SI4830,Musuro nepali 500gm,1,83,83,,83
6/5/2074,SI4830,Druk Mixed fruit jam 500gr,1,130,130,,130
6/5/2074,SI4831,Sprite 2.25ltr,1,180,180,,180
6/5/2074,SI4831,Bag 2 kg,1,5,5,,5
6/5/2074,SI4831,Premier tissue 100 pulls,1,98,98,,98
6/5/2074,SI4831,Buff sauces 500g,1,360,360,,360
6/5/2074,SI4832,Oreo sandwich vanilla 137gm,1,105,105,,105
6/5/2074,SI4832,Ramro Royale Frity Bite 85 gm,1,45,45,,45
6/5/2074,SI4833,Taichin 1kg,1,120,120,,120
6/5/2074,SI4833,Henko satin champion 1 kg,1,225,225,,225
6/5/2074,SI4833,Hariyo kerau 1/2 kg,1,40,40,,40
6/5/2074,SI4833,Sugar free Gold 100gm jar,1,205,205,,205
6/5/2074,SI4833,Bag 2 kg,1,5,5,,5
6/5/2074,SI4834,Sugar free Gold 100gm jar,1,205,205,,205
6/5/2074,SI4834,Tej patta 25g,2,20,40,,40
6/5/2074,SI4835,Bagygon crawlinhg insect killer 320ml,1,210,210,,210
6/5/2074,SI4836,Chhogada 500gm yellow,1,100,100,,100
6/5/2074,SI4837,Sprite 1 ltr,1,100,100,,100
6/5/2074,SI4837,swastik naulo bread,1,35,35,,35
6/5/2074,SI4837,Khapse 200gm,1,70,70,,70
6/5/2074,SI4837,Sugar 1 kg,2,84,168,,168
6/5/2074,SI4838,swastik naulo bread,1,35,35,,35
6/5/2074,SI4838,Bag 2 kg,1,5,5,,5
6/5/2074,SI4838,DDC kanchan cheese  200gm,1,145,145,,145
6/5/2074,SI4839,Sprite 2.25ltr,1,180,180,,180
6/5/2074,SI4839,Prawn crackers 120 gm,1,35,35,,35
6/5/2074,SI4839,Batika Bran Basmati Rice 20 kg,1,2000,2000,,2000
6/5/2074,SI4839,Sada papad 200g,1,90,90,,90
6/5/2074,SI4839,Wai wai quick,3,18,54,,54
6/5/2074,SI4839,Sugar 1 kg,1,84,84,,84
6/5/2074,SI4840,Love candy 150g,3,65,195,,195
6/5/2074,SI4841,Egg 15,1,190,190,,190
6/5/2074,SI4841,Pawn big,2,30,60,,60
6/5/2074,SI4841,Prawn crackers 120 gm,1,35,35,,35
6/5/2074,SI4841,Tang Mango 225gramm,1,150,150,,150
6/5/2074,SI4841,Buff sausage 150g,1,110,110,,110
6/5/2074,SI4841,sano kwrau(500gm),1,75,75,,75
6/5/2074,SI4841,Methi dana 200 gm,1,45,45,,45
6/5/2074,SI4841,Seto kerau 500gm,1,38,38,,38
6/5/2074,SI4841,Harpic rose 650ml,1,118,118,,118
6/5/2074,SI4841,Druk tomato ketchup 1kg,1,190,190,,190
6/5/2074,SI4841,Buff d. m welcome 200gm,1,300,300,,300
6/5/2074,SI4841,Buff momom 45p,1,280,280,,280
6/5/2074,SI4841,Sugar 1 kg,2,84,168,,168
6/5/2074,SI4841,Chilly power 100g,1,45,45,,45
6/5/2074,SI4841,Shiva pujari Jwano 100 gm,1,45,45,,45
6/5/2074,SI4841,Tar jali 50 grms,2,35,70,,70
6/5/2074,SI4841,kwiks cheese b 25gm,1,20,20,,20
6/5/2074,SI4841,Wai wai quick,3,18,54,,54
6/5/2074,SI4841,Tom yum,3,20,60,,60
6/5/2074,SI4841,Parle-G 88gm,2,15,30,,30
6/5/2074,SI4841,Nomarks herbal soap 125gm,1,47,47,,47
6/5/2074,SI4842,Chana daal sano 500gm,1,105,105,,105
6/5/2074,SI4842,Wallnut dana 200gm,2,135,270,,270
6/5/2074,SI4842,Nanglo puff,1,70,70,,70
6/5/2074,SI4842,Tessa 2 roll,1,165,165,,165
6/5/2074,SI4842,Tiger egg steam chowmin 400gm,1,84,84,,84
6/5/2074,SI4842,Aaj macroni free namkin 450gm,2,76,152,,152
6/5/2074,SI4842,Ginni anti acne clea face wips 30pc,1,115,115,,115
6/5/2074,SI4842,Heart to heart oats 1kg,1,370,370,,370
6/5/2074,SI4842,Nariwol pc,1,60,60,,60
6/5/2074,SI4842,Musuro indian(500gm),1,73,73,,73
6/5/2074,SI4842,Sugar 1 kg,2,84,168,,168
6/5/2074,SI4842,Nescafe 50g jar maggi free,1,185,185,,185
6/5/2074,SI4842,Sanddalum 110gmn,3,100,300,,300
6/5/2074,SI4843,Bambino Macroni 450gm,1,100,100,,100
6/5/2074,SI4844,Siddhi Gold Jeera masino steam 25kg,1,1525,1525,,1525
6/5/2074,SI4844,Musuro Nepali 1kg,1,165,165,,165
6/5/2074,SI4845,Dazzy 160units chocolate,1,160,160,,160
6/5/2074,SI4845,Royal stag 180ml,1,270,270,,270
6/5/2074,SI4845,Savory Mango  400g,2,150,300,,300
6/5/2074,SI4846,Whisper ultrad clean 7 XL wings,2,120,240,,240
6/5/2074,SI4847,Rahar ko nonpolish 500gm,1,115,115,,115
6/5/2074,SI4847,Lwang suku mix 50gm,1,100,100,,100
6/5/2074,SI4847,Methi dana 200 gm,1,45,45,,45
6/5/2074,SI4847,kacho badam (500gm),1,100,100,,100
6/5/2074,SI4847,Chhurpi 100g,1,110,110,,110
6/5/2074,SI4847,Rakura CTC tea 500gm,1,195,195,,195
6/5/2074,SI4848,Cornelakes mixture 400g,1,262,262,,262
6/5/2074,SI4848,Good day butter 250gm,1,74,74,,74
6/5/2074,SI4848,Priyagold cheez bit 200gm,1,85,85,,85
6/5/2074,SI4848,Lavish veg crackers 200g,1,205,205,,205
6/5/2074,SI4848,Good day pista badam 200gm,1,84,84,,84
6/5/2074,SI4849,Sugar 1 kg,10,84,840,,840
6/5/2074,SI4850,Prawn crackers 120 gm,1,35,35,,35
6/5/2074,SI4850,R. vodka 375ml,1,580,580,,580
6/5/2074,SI4850,Signature 90ml,1,175,175,,175
6/5/2074,SI4851,Maggi noodle 140gm,1,56,56,,56
6/5/2074,SI4851,Rahar ko nonpolish(1kg),1,230,230,,230
6/5/2074,SI4851,Posilo bhojan boiled basmati rice 2 kg,1,220,220,,220
6/5/2074,SI4851,Bag 2 kg,1,5,5,,5
6/5/2074,SI4852,Chana thulo  500gm,1,85,85,,85
6/5/2074,SI4852,Maggi noodle 140gm,1,56,56,,56
6/5/2074,SI4852,Soya chuks,1,35,35,,35
6/5/2074,SI4852,Rahar ko nonpolish 500gm,1,115,115,,115
6/5/2074,SI4852,Jabsons peanut brittle 30gm,1,20,20,,20
6/5/2074,SI4852,Bag 2 kg,1,5,5,,5
6/5/2074,SI4852,Alpenliebe juzt jelly 62.9g,1,40,40,,40
6/5/2074,SI4852,Ujala 75ml,1,28,28,,28
6/5/2074,SI4853,Jeera dana 200 gm,1,90,90,,90
6/5/2074,SI4853,Cutting misree 200gm,1,25,25,,25
6/5/2074,SI4853,Bag 2 kg,1,5,5,,5
6/5/2074,SI4853,Rahar ko nonpolish(1kg),1,230,230,,230
6/5/2074,SI4854,Compact cuite 4 rolls,1,300,300,,300
6/5/2074,SI4854,Bag 2 kg,1,5,5,,5
6/5/2074,SI4854,Premier tissue 100 pulls,1,98,98,,98
6/5/2074,SI4855,Prawn crackers 120 gm,2,35,70,,70
6/5/2074,SI4855,bikano Peanuts 200gm,1,88,88,,88
6/5/2074,SI4855,Chana thulo  500gm,1,85,85,,85
6/5/2074,SI4855,Pashupati Papad,2,15,30,,30
6/5/2074,SI4855,Kaju 100g,1,170,170,,170
6/5/2074,SI4855,Khairo til 200gm,1,60,60,,60
6/5/2074,SI4855,Desi badam 100gm,1,150,150,,150
6/5/2074,SI4855,Kapur 100gm,1,40,40,,40
6/5/2074,SI4856,Corn flour 1kg,1,85,85,,85
6/5/2074,SI4856,Khapse 200gm,1,70,70,,70
6/5/2074,SI4857,DDC kanchan cheese  200gm,1,145,145,,145
6/5/2074,SI4858,Chana daal sano 1 kg,1,210,210,,210
6/5/2074,SI4859,Fortune maida 2 kg,1,55,55,,55
6/5/2074,SI4860,Rahar ko nonpolish 500gm,1,115,115,,115
6/5/2074,SI4860,Mamy poko pant m 16,1,315,315,,315
6/5/2074,SI4861,Methi dana 500gm,1,120,120,,120
6/5/2074,SI4861,Chana thulo  500gm,2,85,170,,170
6/5/2074,SI4861,Hariyo kerau 1/2 kg,1,40,40,,40
6/5/2074,SI4861,Mash ko daal (NonPollish)500gm,1,130,130,,130
6/5/2074,SI4861,Paun small,1,15,15,,15
6/5/2074,SI4861,Fortune maida 2 kg,1,110,110,,110
6/5/2074,SI4861,Exo dish wash 300gm,1,38,38,,38
6/5/2074,SI4861,Kwati 500g,1,65,65,,65
6/5/2074,SI4861,Musuro indian(500gm),1,73,73,,73
6/5/2074,SI4861,Fortune soya health 1ltr,1,135,135,,135
6/5/2074,SI4861,Sugar 1 kg,1,84,84,,84
6/5/2074,SI4862,Mcvities digestive 75 gm pkt,8,25,200,,200
6/5/2074,SI4862,Sugar 1 kg,2,84,168,,168
6/5/2074,SI4863,Royal stag 750ml,1,1070,1070,,1070
6/5/2074,SI4864,Pearl sona 30kg,1,1450,1450,,1450
6/5/2074,SI4864,Aaj macroni free namkin 450gm,1,76,76,,76
6/5/2074,SI4864,kinder joy for girls,1,70,70,,70
6/5/2074,SI4865,Colgate zing zang,2,38,76,,76
6/5/2074,SI4865,Bikaji Papad 200g,1,90,90,,90
6/5/2074,SI4866,Bmc meat 50gm,2,45,90,,90
6/5/2074,SI4866,Hojmola pudina bottle,1,42,42,,42
6/5/2074,SI4867,Corn flakes originbal the best 250 gm,1,170,170,,170
6/5/2074,SI4867,Soya chuks,1,35,35,,35
6/5/2074,SI4868,lays66g,2,40,80,,80
6/5/2074,SI4869,Fragata olive oil 250ml,1,275,275,,275
6/5/2074,SI4869,Vaseline original 60gm,1,90,90,,90
6/5/2074,SI4870,Sugar 1 kg,2,84,168,,168
6/5/2074,SI4870,Tokla box 500 gm,1,185,185,,185
6/5/2074,SI4871,Colgate Strong teeth 100gm,1,50,50,,50
6/5/2074,SI4872,Fortune Soya heath 5lt,1,790,790,,790
6/5/2074,SI4873,Wai wai quick,2,18,36,,36
6/5/2074,SI4873,Navaratna 40gm,1,50,50,,50
6/5/2074,SI4874,Sugar 1 kg,5,84,420,,420
6/5/2074,SI4875,Britania Bourbn cream biscuits 200gm,1,80,80,,80
6/5/2074,SI4875,BRT Milk Rusk 310g,1,123,123,,123
6/5/2074,SI4875,Britania Digestive 500gm,1,180,180,,180
6/5/2074,SI4876,pril 225 ml free with soap,1,90,90,,90
6/5/2074,SI4876,wai wai quick veg pizza,1,18,18,,18
6/5/2074,SI4877,Baking Powder 100gm,1,40,40,,40
6/5/2074,SI4878,Royal feast roasted sawai 125g,5,35,175,,175
6/5/2074,SI4878,Britania Suji toast 170gm,1,60,60,,60
6/5/2074,SI4878,BRT Milk Rusk 310g,1,123,123,,123
6/5/2074,SI4878,Digestive 500 gm free biscuit,1,185,185,,185
6/5/2074,SI4879,Khapse 200gm,1,70,70,,70
6/5/2074,SI4880,Nimkin 1/2 kg,1,160,160,,160
6/5/2074,SI4880,Khapse 200gm,1,70,70,,70
6/5/2074,SI4880,Bikano Khatta meetha 400gm,1,160,160,,160
6/5/2074,SI4880,Tiger Orange creemz 50g,2,10,20,,20
6/5/2074,SI4880,Bhujia 400g,1,168,168,,168
6/5/2074,SI4881,Somersby Apple Cider 250ml,2,100,200,,200
6/5/2074,SI4881,Old durbar black chimney 750ml,1,2375,2375,,2375
6/5/2074,SI4881,R. vodka 750ml,1,1150,1150,,1150
6/5/2074,SI4881,Bournville rich cocoa 80gm,1,198,198,,198
6/5/2074,SI4882,Vlcc walnut face scrup skin defense,1,235,235,,235
6/5/2074,SI4882,Sunsilk hair fall solution350 ml,1,255,255,,255
6/5/2074,SI4883,Pepsodent GC killer 175gm,1,80,80,,80
6/5/2074,SI4883,Ganier Acno Fight 45gm,1,270,270,,270
6/5/2074,SI4883,Navratna oil 100ml,1,102,102,,102
6/5/2074,SI4884,Bagygon crawlinhg insect killer 320ml,1,200,200,,200
6/5/2074,SI4885,Pantene silky smooth care 340ml,1,245,245,,245
6/5/2074,SI4886,Bigen hair dye bron black,1,180,180,,180
6/5/2074,SI4887,Frooto mango drink 1ltr,1,150,150,,150
6/5/2074,SI4887,Mix fruit cocktail drink 1 ltr,1,150,150,,150
6/5/2074,SI4887,Pran apple 1ltr,1,150,150,,150
6/5/2074,SI4888,Daal chini 50 gm,1,28,28,,28
6/5/2074,SI4889,Patanjali detergent powder superior quality 1 kg,1,110,110,,110
6/5/2074,SI4889,Harpic rose 650ml,1,118,118,,118
6/5/2074,SI4889,Colin 500ml,1,118,118,,118
6/5/2074,SI4889,Loli Pops evolution cho,1,15,15,,15
6/5/2074,SI4889,Good day pista badam 200gm,1,84,84,,84
6/5/2074,SI4890,Good day choco chips 150gm,1,80,80,,80
6/5/2074,SI4890,Bikanari bhujiya 400gm,1,165,165,,165
6/5/2074,SI4891,Hit Red 320ml,1,223,223,,223
6/5/2074,SI4892,Egg 15,1,190,190,,190
6/5/2074,SI4892,Dettol 200 ml,1,92,92,,92
6/5/2074,SI4892,Maggi hot & sweet 500gm,1,205,205,,205
6/5/2074,SI4892,Dettol re-enerzize 185gm,2,73,146,,146
6/5/2074,SI4893,Hariyo kerau 1/2 kg,1,40,40,,40
6/5/2074,SI4893,Mix dal 1 kg ( gosaikunda),1,155,155,,155
6/5/2074,SI4894,Rahar ko nonpolish(1kg),1,230,230,,230
6/5/2074,SI4894,Rara,3,17,51,,51
6/5/2074,SI4894,Wai wai quick,2,18,36,,36
6/5/2074,SI4894,Bhujia 400g,1,168,168,,168
6/5/2074,SI4894,Dhara pure mustard oil 1 ltr,2,205,410,,410
6/5/2074,SI4895,R.vodka 180ml,1,290,290,,290
6/5/2074,SI4895,Ayo Soap,1,40,40,,40
6/5/2074,SI4895,Punjabi masala papad 200gm,1,90,90,,90
6/5/2074,SI4895,Hnd mix masala 200 gm,1,85,85,,85
6/5/2074,SI4896,Nivia fresh active 150 ml,1,255,255,,255
6/5/2074,SI4896,Punjabi tadka 200gm,1,100,100,,100
6/5/2074,SI4896,bournvita cruncies cookies 120g,1,50,50,,50
6/5/2074,SI4896,Nivea invisible deo 150ml,1,255,255,,255
6/5/2074,SI4897,Ramro Royale Fruit Cake 190gm,1,90,90,,90
6/5/2074,SI4897,Ramro Royale Frity Bite 85 gm,1,45,45,,45
6/5/2074,SI4898,Tuborg 650ml,2,270,540,,540
6/5/2074,SI4898,Naulo bread,1,35,35,,35
6/5/2074,SI4899,Virgin 375ml,1,270,270,,270
6/5/2074,SI4899,Fry kaju 100g,1,150,150,,150
6/5/2074,SI4899,Desi badam 100gm,1,150,150,,150
6/5/2074,SI4900,Fogg 1000 status 150ml,1,340,340,,340
6/5/2074,SI4900,Nebico  60gm full packect,1,95,95,,95
6/5/2074,SI4901,Sukmel 50g,2,95,190,,190
6/5/2074,SI4902,Nandan soyabean 1/2 ltr,1,55,55,,55
6/5/2074,SI4903,Uniross c size battery,1,80,80,,80
6/5/2074,SI4904,Furandana saras 700 gm,1,135,135,,135
6/5/2074,SI4904,Nebiko coconut 250 gm,1,50,50,,50
6/5/2074,SI4904,Bikano bikaneri bhujiia 200+50ggm,1,85,85,,85
6/5/2074,SI4904,Bag 10kg,1,10,10,,10
6/5/2074,SI4904,Puffino Regular grand 160gm,1,50,50,,50
6/5/2074,SI4905,Pesta 100gm,1,170,170,,170
6/5/2074,SI4906,Rahar ko nonpolish(1kg),1,230,230,,230
6/5/2074,SI4906,Nandan soya 1ltr,1,55,55,,55
6/5/2074,SI4906,Siddhi Gold Jeera masino steam 25kg,1,1550,1550,,1550
6/5/2074,SI4906,Musuro Nepali 1kg,1,165,165,,165
6/5/2074,SI4907,Vim super powder 500gm,2,22,44,,44
6/5/2074,SI4907,Musuro Nepali 1kg,2,165,330,,330
